OutcomeType;AnimalType;SexuponOutcome;Sex;Intact;AgeNumber;AgeType;AgeTypeNormalized;AgeInYears;Breed;Mix;Color
Return_to_owner;Dog;Spayed Female;Female;Non-intact;6;years;year;6;Plott Hound Mix;TRUE;Brown Brindle
Transfer;Cat;Intact Male;Male;Intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Chihuahua Shorthair Mix;TRUE;Brown/Black
Adoption;Cat;Neutered Male;Male;Non-intact;7;years;year;7;Siamese Mix;TRUE;Flame Point
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Adoption;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Chow Chow Mix;TRUE;Red
Transfer;Cat;Intact Female;Female;Intact;2;years;year;2;Domestic Shorthair Mix;TRUE;Black
Adoption;Dog;Spayed Female;Female;Non-intact;7;years;year;7;English Pointer;FALSE;Liver/White
Euthanasia;Cat;Intact Male;Male;Intact;1;month;month;0.083333333;Domestic Shorthair Mix;TRUE;White/Blue Tabby
Return_to_owner;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Pit Bull Mix;TRUE;Brown/White
Return_to_owner;Dog;Intact Female;Female;Intact;5;months;month;0.416666667;Boxer Mix;TRUE;Black/White
Transfer;Dog;Neutered Male;Male;Non-intact;4;years;year;4;Basset Hound/Labrador Retriever;FALSE;Black/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Labrador Retriever Mix;TRUE;Buff
Transfer;Dog;Spayed Female;Female;Non-intact;7;years;year;7;Airedale Terrier Mix;TRUE;Tricolor
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Labrador Retriever/Chow Chow;FALSE;Brown
Transfer;Cat;Neutered Male;Male;Non-intact;1;month;month;0.083333333;Domestic Shorthair Mix;TRUE;Orange Tabby/White
Adoption;Dog;Neutered Male;Male;Non-intact;1;month;month;0.083333333;Beagle/German Shepherd;FALSE;Black/Brown
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Manx Mix;TRUE;White/Black
Transfer;Cat;Intact Female;Female;Intact;3;years;year;3;Domestic Shorthair Mix;TRUE;Blue
Transfer;Dog;Spayed Female;Female;Non-intact;4;years;year;4;Chihuahua Shorthair/Rat Terrier;FALSE;Tan/White
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Pit Bull Mix;TRUE;Black/White
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Flat Coat Retriever Mix;TRUE;Black/White
Transfer;Dog;Spayed Female;Female;Non-intact;10;years;year;10;Cocker Spaniel;FALSE;Buff
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Brown Tabby
Adoption;Dog;Spayed Female;Female;Non-intact;10;years;year;10;Chihuahua Shorthair Mix;TRUE;Tan
Adoption;Cat;Spayed Female;Female;Non-intact;2;years;year;2;Domestic Longhair Mix;TRUE;Brown Tabby/White
Return_to_owner;Dog;Spayed Female;Female;Non-intact;7;years;year;7;Rat Terrier Mix;TRUE;White/Black
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Border Terrier/Chihuahua Shorthair;FALSE;Tan/Black
Transfer;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Pit Bull Mix;TRUE;Brown Brindle/White
Return_to_owner;Dog;Spayed Female;Female;Non-intact;6;years;year;6;Chihuahua Shorthair Mix;TRUE;Black/Gray
Transfer;Cat;Unknown;Unknown;Unknown;1;week;week;0.019230769;Domestic Shorthair Mix;TRUE;Brown Tabby
Euthanasia;Dog;Spayed Female;Female;Non-intact;7;years;year;7;Pit Bull Mix;TRUE;Tan/White
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Chihuahua Longhair Mix;TRUE;Black
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Jack Russell Terrier/Dachshund;FALSE;White/Brown
Transfer;Cat;Intact Female;Female;Intact;2;weeks;week;0.038461538;Domestic Shorthair Mix;TRUE;Orange Tabby
Transfer;Cat;Intact Female;Female;Intact;1;year;year;1;Domestic Shorthair Mix;TRUE;Orange Tabby
Return_to_owner;Dog;Neutered Male;Male;Non-intact;5;years;year;5;German Shepherd;FALSE;Black/Brown
Return_to_owner;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Rottweiler Mix;TRUE;Black/Tan
Adoption;Dog;Neutered Male;Male;Non-intact;10;months;month;0.833333333;Siberian Husky Mix;TRUE;White/Cream
Transfer;Cat;Intact Female;Female;Intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Black
Adoption;Dog;Neutered Male;Male;Non-intact;9;months;month;0.75;Cardigan Welsh Corgi/Cardigan Welsh Corgi;FALSE;Fawn/White
Transfer;Cat;Intact Female;Female;Intact;1;month;month;0.083333333;Domestic Shorthair Mix;TRUE;Black/White
Transfer;Cat;Unknown;Unknown;Unknown;0;years;year;0;Domestic Shorthair Mix;TRUE;Blue
Transfer;Cat;Spayed Female;Female;Non-intact;5;years;year;5;Domestic Shorthair Mix;TRUE;Calico
Adoption;Dog;Spayed Female;Female;Non-intact;8;months;month;0.666666667;Chihuahua Shorthair Mix;TRUE;Chocolate/White
Transfer;Dog;Intact Male;Male;Intact;1;year;year;1;Cairn Terrier Mix;TRUE;Cream
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Orange Tabby
Return_to_owner;Cat;Neutered Male;Male;Non-intact;3;months;month;0.25;Domestic Shorthair;FALSE;Black/White
Return_to_owner;Dog;Intact Male;Male;Intact;14;years;year;14;Chihuahua Shorthair Mix;TRUE;Chocolate/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;7;years;year;7;Labrador Retriever Mix;TRUE;Chocolate
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Shih Tzu;FALSE;Gray/White
Transfer;Dog;Spayed Female;Female;Non-intact;6;months;month;0.5;Plott Hound Mix;TRUE;Brown Brindle
Adoption;Dog;Neutered Male;Male;Non-intact;11;months;month;0.916666667;Australian Shepherd Mix;TRUE;Tan/White
Adoption;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Chihuahua Shorthair Mix;TRUE;Tan/White
Transfer;Cat;Intact Female;Female;Intact;2;months;month;0.166666667;Domestic Longhair Mix;TRUE;Black/White
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Labrador Retriever/Border Collie;FALSE;Black/White
Euthanasia;Cat;Intact Female;Female;Intact;4;weeks;week;0.076923077;Siamese Mix;TRUE;Blue Point
Euthanasia;Dog;Neutered Male;Male;Non-intact;4;years;year;4;Chihuahua Shorthair Mix;TRUE;White/Brown
Adoption;Cat;Neutered Male;Male;Non-intact;8;years;year;8;Domestic Medium Hair Mix;TRUE;Orange Tabby
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Calico
Adoption;Dog;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Australian Cattle Dog Mix;TRUE;Brown/White
Adoption;Cat;Spayed Female;Female;Non-intact;4;months;month;0.333333333;Domestic Shorthair Mix;TRUE;Tortie
Euthanasia;Dog;Intact Male;Male;Intact;2;years;year;2;Labrador Retriever/Great Dane;FALSE;Tan/Black
Return_to_owner;Dog;Neutered Male;Male;Non-intact;6;years;year;6;Dachshund Mix;TRUE;Brown
Transfer;Dog;Spayed Female;Female;Non-intact;11;months;month;0.916666667;Boxer Mix;TRUE;Brown Brindle/White
Transfer;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Labrador Retriever Mix;TRUE;Tan/White
Transfer;Dog;Neutered Male;Male;Non-intact;4;years;year;4;Shih Tzu/Miniature Poodle;FALSE;Apricot/White
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Medium Hair Mix;TRUE;Blue/White
Transfer;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Pit Bull Mix;TRUE;Red
Adoption;Dog;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Australian Cattle Dog Mix;TRUE;Red Merle/Black
Adoption;Cat;Neutered Male;Male;Non-intact;6;months;month;0.5;Domestic Shorthair Mix;TRUE;Black
Adoption;Cat;Neutered Male;Male;Non-intact;8;years;year;8;Domestic Shorthair Mix;TRUE;Black/White
Return_to_owner;Cat;Neutered Male;Male;Non-intact;3;years;year;3;Domestic Shorthair Mix;TRUE;Brown Tabby
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Chihuahua Shorthair Mix;TRUE;Brown/White
Transfer;Dog;Intact Male;Male;Intact;2;months;month;0.166666667;Australian Cattle Dog Mix;TRUE;White/Brown
Transfer;Cat;Intact Female;Female;Intact;3;weeks;week;0.057692308;Domestic Shorthair Mix;TRUE;Tortie
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Brown Tabby
Adoption;Dog;Neutered Male;Male;Non-intact;4;years;year;4;German Shepherd Mix;TRUE;Brown
Transfer;Cat;Neutered Male;Male;Non-intact;5;years;year;5;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Pointer Mix;TRUE;Chocolate/White
Transfer;Cat;Intact Female;Female;Intact;6;months;month;0.5;Domestic Medium Hair Mix;TRUE;Calico
Transfer;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Miniature Poodle Mix;TRUE;Black/Gray
Return_to_owner;Dog;Spayed Female;Female;Non-intact;10;years;year;10;Collie Smooth/Chow Chow;FALSE;Sable
Transfer;Cat;Intact Male;Male;Intact;6;months;month;0.5;Domestic Shorthair Mix;TRUE;Black/White
Transfer;Cat;Intact Female;Female;Intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Calico
Adoption;Dog;Neutered Male;Male;Non-intact;6;months;month;0.5;Cocker Spaniel Mix;TRUE;Sable
Return_to_owner;Dog;Neutered Male;Male;Non-intact;8;years;year;8;Chihuahua Shorthair Mix;TRUE;Tricolor
Adoption;Dog;Neutered Male;Male;Non-intact;6;months;month;0.5;Labrador Retriever Mix;TRUE;Buff
Transfer;Cat;Intact Male;Male;Intact;3;months;month;0.25;Siamese Mix;TRUE;Seal Point
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Rottweiler/Labrador Retriever;FALSE;Black/Tan
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Chihuahua Shorthair Mix;TRUE;Brown/Black
Adoption;Dog;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Boxer Mix;TRUE;Tricolor
Transfer;Cat;Unknown;Unknown;Unknown;2;weeks;week;0.038461538;Domestic Shorthair Mix;TRUE;Blue Tabby
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Chihuahua Shorthair Mix;TRUE;Tan
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Orange Tabby/White
Return_to_owner;Cat;Neutered Male;Male;Non-intact;9;months;month;0.75;Domestic Shorthair Mix;TRUE;White/Brown Tabby
Transfer;Dog;Spayed Female;Female;Non-intact;4;years;year;4;Rat Terrier Mix;TRUE;Black/White
Adoption;Dog;Neutered Male;Male;Non-intact;4;months;month;0.333333333;German Shepherd/Siberian Husky;FALSE;Red/White
Transfer;Cat;Intact Male;Male;Intact;3;days;day;0.008213552;Domestic Shorthair Mix;TRUE;White
Transfer;Dog;Intact Male;Male;Intact;6;years;year;6;Dachshund;FALSE;Blue Merle/White
Adoption;Dog;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Border Collie/Labrador Retriever;FALSE;Black/White
Transfer;Cat;Intact Female;Female;Intact;8;months;month;0.666666667;Domestic Shorthair Mix;TRUE;Blue Tabby
Transfer;Cat;Intact Male;Male;Intact;1;month;month;0.083333333;Domestic Shorthair Mix;TRUE;Black/White
Transfer;Cat;Intact Female;Female;Intact;4;months;month;0.333333333;Domestic Shorthair Mix;TRUE;Black
Adoption;Cat;Intact Female;Female;Intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Torbie
Return_to_owner;Dog;Intact Female;Female;Intact;2;years;year;2;Pit Bull Mix;TRUE;Fawn
Adoption;Dog;Neutered Male;Male;Non-intact;4;months;month;0.333333333;Collie Smooth/Labrador Retriever;FALSE;Tricolor
Transfer;Cat;Intact Male;Male;Intact;1;year;year;1;Domestic Shorthair Mix;TRUE;Brown Tabby
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Siamese Mix;TRUE;Lynx Point/White
Transfer;Cat;Intact Male;Male;Intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Black/White
Adoption;Cat;Spayed Female;Female;Non-intact;4;months;month;0.333333333;Domestic Shorthair Mix;TRUE;Orange Tabby/White
Adoption;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Plott Hound/Rhod Ridgeback;FALSE;Brown Brindle
Return_to_owner;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Pit Bull Mix;TRUE;Fawn/White
Transfer;Cat;Intact Female;Female;Intact;2;weeks;week;0.038461538;Domestic Shorthair Mix;TRUE;Brown Tabby
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Black
Adoption;Dog;Spayed Female;Female;Non-intact;10;months;month;0.833333333;Chihuahua Shorthair Mix;TRUE;Tan/White
Transfer;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Pointer/Labrador Retriever;FALSE;Black/White
Adoption;Dog;Spayed Female;Female;Non-intact;10;months;month;0.833333333;Anatol Shepherd/Great Pyrenees;FALSE;White
Transfer;Cat;Intact Male;Male;Intact;4;weeks;week;0.076923077;Domestic Shorthair Mix;TRUE;Blue
Return_to_owner;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Anatol Shepherd;FALSE;Fawn/Black
Adoption;Cat;Spayed Female;Female;Non-intact;7;months;month;0.583333333;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Pit Bull Mix;TRUE;Brown/White
Transfer;Dog;Spayed Female;Female;Non-intact;7;years;year;7;Great Dane;FALSE;Black/White
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Brown Tabby
Euthanasia;Cat;Neutered Male;Male;Non-intact;12;years;year;12;Domestic Shorthair Mix;TRUE;Black/White
Transfer;Dog;Intact Female;Female;Intact;3;years;year;3;Australian Cattle Dog Mix;TRUE;Tricolor
Transfer;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Black/White
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Chinese Sharpei/Australian Cattle Dog;FALSE;Red Tick/White
Return_to_owner;Dog;Intact Female;Female;Intact;12;years;year;12;Labrador Retriever Mix;TRUE;Yellow
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Flat Coat Retriever Mix;TRUE;Black
Transfer;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Labrador Retriever Mix;TRUE;Yellow
Adoption;Cat;Spayed Female;Female;Non-intact;1;month;month;0.083333333;Domestic Shorthair Mix;TRUE;Calico
Transfer;Dog;Unknown;Unknown;Unknown;6;days;day;0.016427105;Labrador Retriever Mix;TRUE;White
Return_to_owner;Dog;Spayed Female;Female;Non-intact;9;months;month;0.75;Rat Terrier Mix;TRUE;Tricolor
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Longhair Mix;TRUE;Black/White
Euthanasia;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Akita/Pit Bull;FALSE;Tan/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;7;years;year;7;American Bulldog Mix;TRUE;White
Transfer;Dog;Neutered Male;Male;Non-intact;4;months;month;0.333333333;Labrador Retriever Mix;TRUE;Blue
Adoption;Cat;Neutered Male;Male;Non-intact;10;years;year;10;Domestic Shorthair Mix;TRUE;Orange Tabby
Return_to_owner;Dog;Spayed Female;Female;Non-intact;5;years;year;5;Chihuahua Shorthair Mix;TRUE;Tan
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Pointer/Labrador Retriever;FALSE;Chocolate/White
Adoption;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Chihuahua Shorthair Mix;TRUE;Tan/White
Adoption;Cat;Neutered Male;Male;Non-intact;5;months;month;0.416666667;Siamese Mix;TRUE;Flame Point
Adoption;Cat;Neutered Male;Male;Non-intact;1;year;year;1;Domestic Shorthair Mix;TRUE;Black/White
Transfer;Dog;Intact Male;Male;Intact;1;year;year;1;Labrador Retriever;FALSE;Buff/Tan
Transfer;Cat;Neutered Male;Male;Non-intact;4;months;month;0.333333333;Domestic Medium Hair Mix;TRUE;Black
Transfer;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Chihuahua Shorthair/Rat Terrier;FALSE;White/Tan
Euthanasia;Dog;Intact Male;Male;Intact;3;years;year;3;Rottweiler Mix;TRUE;Black/Tan
Transfer;Cat;Intact Male;Male;Intact;4;weeks;week;0.076923077;Domestic Shorthair;FALSE;Blue
Transfer;Cat;Unknown;Unknown;Unknown;3;weeks;week;0.057692308;Domestic Shorthair Mix;TRUE;Black/White
Transfer;Cat;Intact Female;Female;Intact;3;weeks;week;0.057692308;Domestic Shorthair Mix;TRUE;Tortie
Transfer;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Labrador Retriever;FALSE;Black
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Boxer Mix;TRUE;Brown/White
Transfer;Cat;Intact Male;Male;Intact;2;weeks;week;0.038461538;Domestic Shorthair Mix;TRUE;Blue Tabby
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Jack Russell Terrier Mix;TRUE;White/Tan
Return_to_owner;Dog;Intact Male;Male;Intact;9;months;month;0.75;Pit Bull/Dogue De Bordeaux;FALSE;Red/White
Adoption;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Labrador Retriever/Chow Chow;FALSE;Brown
Euthanasia;Cat;Intact Female;Female;Intact;1;month;month;0.083333333;Domestic Shorthair Mix;TRUE;Tortie
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Bernese Mountain Dog/Rottweiler;FALSE;Tricolor
Transfer;Cat;Neutered Male;Male;Non-intact;2;years;year;2;Domestic Shorthair Mix;TRUE;Brown Tabby
Transfer;Dog;Neutered Male;Male;Non-intact;4;months;month;0.333333333;Plott Hound Mix;TRUE;Brown Brindle/Red Tick
Return_to_owner;Dog;Intact Male;Male;Intact;3;years;year;3;English Bulldog;FALSE;Brown Brindle
Transfer;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Pit Bull Mix;TRUE;Brown/White
Transfer;Cat;Intact Male;Male;Intact;1;month;month;0.083333333;Domestic Medium Hair Mix;TRUE;Brown Tabby/White
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Chihuahua Shorthair Mix;TRUE;White/Brown
Transfer;Dog;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Labrador Retriever Mix;TRUE;Black/Tan
Return_to_owner;Dog;Spayed Female;Female;Non-intact;9;years;year;9;Chihuahua Shorthair;FALSE;Brown
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Pit Bull Mix;TRUE;Brown
Adoption;Dog;Spayed Female;Female;Non-intact;6;months;month;0.5;Pointer Mix;TRUE;White/Blue
Adoption;Dog;Neutered Male;Male;Non-intact;3;months;month;0.25;Chihuahua Longhair/Italian Greyhound;FALSE;Tricolor
Adoption;Dog;Neutered Male;Male;Non-intact;1;month;month;0.083333333;Labrador Retriever/Blue Lacy;FALSE;Chocolate/White
Transfer;Dog;Intact Female;Female;Intact;1;year;year;1;Yorkshire Terrier Mix;TRUE;Black/Tan
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Pit Bull Mix;TRUE;Blue/White
Return_to_owner;Dog;Spayed Female;Female;Non-intact;3;years;year;3;Labrador Retriever Mix;TRUE;Black/White
Adoption;Cat;Intact Male;Male;Intact;2;months;month;0.166666667;Siamese Mix;TRUE;Lilac Point
Return_to_owner;Dog;Spayed Female;Female;Non-intact;2;years;year;2;American Staffordshire Terrier Mix;TRUE;Blue/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Dachshund/Catahoula;FALSE;Brown Brindle/White
Adoption;Dog;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Dachshund Wirehair Mix;TRUE;Brown/Black
Euthanasia;Cat;Spayed Female;Female;Non-intact;12;years;year;12;Domestic Longhair Mix;TRUE;Tortie
Transfer;Cat;Neutered Male;Male;Non-intact;2;years;year;2;Domestic Shorthair Mix;TRUE;Blue
Euthanasia;Dog;Intact Female;Female;Intact;8;months;month;0.666666667;Labrador Retriever Mix;TRUE;Black
Euthanasia;Cat;Intact Female;Female;Intact;10;years;year;10;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Medium Hair Mix;TRUE;Orange Tabby
Adoption;Dog;Neutered Male;Male;Non-intact;3;months;month;0.25;Chihuahua Shorthair Mix;TRUE;Buff/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Blue Lacy/Pit Bull;FALSE;Blue/White
Transfer;Cat;Intact Female;Female;Intact;2;years;year;2;Domestic Shorthair Mix;TRUE;Tortie
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Blue Tabby
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Siamese Mix;TRUE;Lilac Point
Adoption;Dog;Spayed Female;Female;Non-intact;7;years;year;7;Miniature Poodle Mix;TRUE;White
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Dachshund Mix;TRUE;Brown
Return_to_owner;Dog;Intact Female;Female;Intact;4;months;month;0.333333333;Boxer Mix;TRUE;Brown Brindle/White
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Brown Tabby
Adoption;Cat;Neutered Male;Male;Non-intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;White/Orange Tabby
Transfer;Cat;Spayed Female;Female;Non-intact;2;years;year;2;Exotic Shorthair Mix;TRUE;White/Orange Tabby
Adoption;Cat;Spayed Female;Female;Non-intact;6;months;month;0.5;Domestic Shorthair Mix;TRUE;Black/White
Transfer;Cat;Intact Female;Female;Intact;4;days;day;0.010951403;Domestic Shorthair Mix;TRUE;Torbie
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Brown Tabby
Adoption;Cat;Spayed Female;Female;Non-intact;5;months;month;0.416666667;Siamese Mix;TRUE;Tortie Point
Transfer;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Orange Tabby/White
Transfer;Cat;Intact Female;Female;Intact;1;month;month;0.083333333;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Euthanasia;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Pit Bull Mix;TRUE;Black/White
Transfer;Dog;Intact Male;Male;Intact;1;month;month;0.083333333;Australian Cattle Dog Mix;TRUE;Brown/Black
Return_to_owner;Dog;Spayed Female;Female;Non-intact;3;years;year;3;Chihuahua Shorthair Mix;TRUE;Black/Tan
Adoption;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Labrador Retriever/Chinese Sharpei;FALSE;Black
Return_to_owner;Dog;Intact Male;Male;Intact;6;years;year;6;Basset Hound;FALSE;Tricolor
Adoption;Dog;Intact Male;Male;Intact;8;months;month;0.666666667;Pit Bull Mix;TRUE;White/Blue
Adoption;Cat;Neutered Male;Male;Non-intact;4;months;month;0.333333333;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Cocker Spaniel Mix;TRUE;Yellow
